Product Name,Code,Batch No,"MFI (gm/10min)
(min)","MFI (gm/10min)
(max)","Density
(gm/cc)
(min)","Density
(gm/cc)
(max)","Ash Content
(%)
(min)","Ash Content
(%)
(max)","Moisture
(%)","TS @ yield(MPa)
(min)","TS @ yield(MPa)
(max)","El@yl ( % )
(min)","El@yl ( % )
(max)","Flexural Modulus(MPa)
(min)","Flexural MS(MPa)
(max)","Flexural Strength @ PL(MPa)
(min)","FS @ PL(MPa)
(max)",Izod imp(J/m)(min),"500
(min)","500
(max)",Izod imp(J/m)(max),Flammability @3.2 mm (Rating),"Flammability
(thickness (mm))","HDT 
(Min) ( °C )","HDT
(max) (°C)",Glow Wire Test @ 3.2mm (°C),"Glow Wire Test
thickness (mm)","El@Brk ( % )
(min)","El@Brk ( % )
(max)",Remark,Rev. No.,COLOR,"Mould Shrinkage, Linear(%)",Water Absorption(%),"Un-Notched Izod Impact Strength @ 23°C, 3.2 mm		","Melting Point(°C)
(min)","Un-annealed, HDT @ 0.455 MPa	",Vicat Softening Point,Coefficient of Linear Thermal Expansion                ,Comparative Tracking Index,Dielectric Strength(KV/mm),Dielectric Constant(Unit Less),Volume Resistivity (Ohm.cm),Surface Resistivity(Ohm),Drying Temperature Dehumidified dryer(°C),Drying Time(Hrs),Rear Temperature(°C),Middle Temperature(°C),Front Temperature,Nozzle Temperature(°C),Mold Temperature(°C),MFI TEST CONDITION,"Mould Shrinkage, transverse","Tensile Strength at Yield, TEST CONDITION","Tensile Modulus, TEST CONDITION",Elongation at Yield TEST CONDITION,Flexural Strength TEST CONDITION,Flammability @0.8,Flammability @1.6,GWT @0.8,GWT @1.6,L (min),a (min),b (min),Issue Date,L (max),a (max),b (max),,ROHS,REACH,Halogen Free,Long Cut,Color Variation (Black Spot Free),Finish (Shine/Dull),Recycle Content Type (PIR/PCR),PIR %tage,PCR %tage,Yellow Card,Phosphorus Free,Persistent organic pollutants (POP),Aesthetic function,Railway fire smoke requirements (EN45545),Friction resistance,"Fatigue resistance  {ISO 13003 (flexure fatigue),ISO 15850 (delamination)}",Ozone resistance,Chemical resistance ,Laser printing,Pad printing,Labelling ,"Welding Precise mode (laser, ultrasonic, ..)",Delta E,Transmittance,GWT or UL Seconds
CiLON™ 35% GF PA6 Heat Stabilized Black,710C3003HS,,10,30,1.38,1.42,33,37,0.2,160,180,5,9,"6,000.00","10,000.00",260,280,150,-,-,-,-,-,205,215,650,3.2,-,-,-,Rev. No. 00,Black,0.2,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,600,650,,,,9/4/2024 16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 50% GF PA6 Heat Stabilized Black,710C5001HS,,10,20,1.5,1.54,48,52,0.2,150,180,6,10,"8,000.00","12,000.00",260,300,150,-,-,-,-,3.2,210,220,600,3.2,-,-,-,Rev. No. 00,Black,0.2,1,,220 ± 2,,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,240 - 250,250 - 260,270 - 290,70 - 90,275°C/2.16kg,0.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,600,600,,,,9/4/2024 16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30 % GF PA6 Red,710C3021,,20,40,1.36,1.4,28,32,0.2,140,160,5,9,"6,000.00","8,000.00",230,250,130,,,,-,-,195,205,-,-,-,-,-,Rev. No. 01,Red,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,230 - 240,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,44.3,44.8,26.59,9/7/2024 14:13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 Green,710C3052,,20,40,1.36,1.4,28,32,0.2,110,130,6,10,"5,000.00","8,000.00",170,190,60,,,,-,-,195,205,-,-,-,-,-,Rev. No. 01,Green,0.3,1,,220 ± 2,,,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,62.25,-8.66,32.88,9/7/2024 14:13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ UF FR PA66 RAL 7035 Grey,720C0081F,,25,45,1.14,1.18,2,6,0.2,60,70,6,10,"2,000.00","4,000.00",110,130,50,-,-,-,V0,3.2,65,75,960,3.2,-,-,-,Rev. No. 00,RAL7035 Grey,1.8,1,-,260 ± 5,-,-,-,600,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,2.3,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,-,-,-,9/7/2024 14:13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 50% GF FR PA66 Black,720C5001F,,3,13,1.54,1.58,48,52,0.2,150,170,5,9,"10,000.00","14,000.00",270,300,100,-,-,-,V0,3.2,240,250,825,3.2,-,-,-,Rev. No. 00,Black,0.2,1,,260 ± 3,-,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,825,825,-,-,-,9/13/2024 12:23,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,,3
CiLON™ 30% GF FR PA66 Black,720C3003F,,5,15,1.36,1.4,28,32,0.2,135,155,3,7,"5,000.00","9,000.00",215,235,100,-,-,-,V0,3.2,225,245,960,3.2,-,-,-,Rev. No. 00,Black,0.3,1,-,260 ± 3,-,-,-,> 550,-,-,1.00E+15,1.00E+13,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.3,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,825,825,,,,9/19/2024 16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 10% GF PA6 Natural,710C1032,,10,30,1.17,1.21,8,12,0.2,80,100,6,10,"2,500.00","3,500.00",150,170,60,-,-,-,-,3.2,170,180,-,-,-,-,-,Rev. No. 00,Natural,0.8,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,-,-,,9/21/2024 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 Pantone 286C Dark Blue,710C3061F,,10,30,1.32,1.36,28,32,0.2,110,130,6,10,"4,000.00","6,000.00",160,180,60,-,-,-,V2,3.2,200,210,960,3.2,-,-,-,Rev. No. 00,286C Dark Blue,0.3,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V2,960,960,,,,9/26/2024 18:18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
ZiLITE™ 35% GF PET Natural,740C3033,,5,15,1.56,1.6,33,37,0.2,170,190,3,4,"5,500.00","7,500.00",240,280,120,-,-,,HB,3.2,225,235,HB,3.2,-,-,-,Rev. No. 01,Natural,0.4,0.25,-,255 ± 3,-,-,-,250,-,-,-,-,80 - 100,4-Feb,220 - 240,240 - 260,250 - 270,270 - 300,70 - 90,275 °C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,9/28/2024 12:27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 RAL3000 Red,710C3021F,,10,30,1.4,1.44,28,32,0.2,110,130,5,9,"5,000.00","7,000.00",200,230,80,-,-,-,V0,3.2,200,210,-,-,-,-,-,Rev. No. 00,RAL3000 Red,0.3,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,-,-,,,,10/4/2024 17:38,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 15% GF PA6 Jet Black,710C1001J,,20,40,1.18,1.22,13,17,0.15,100,120,4,8,"2,900.00","3,300.00",150,170,60,,,,-,-,175,185,-,-,-,-,-,Rev. No. 00,Black,0.6,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,10/4/2024 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 Jet Black,710C3001J,,10,30,1.32,1.36,28,32,0.2,150,170,4,8,"5,000.00","8,000.00",230,250,100,-,-,-,-,-,200,210,-,-,-,-,-,Rev. No. 00,Black,0.3,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,10/4/2024 17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ZiLITE™ 30% GF FR PBT RAL 1018 Yellow,730C3041F,,10,30,1.62,1.66,28,32,0.2,100,120,4,8,"4,000.00","6,000.00",160,180,60,-,-,-,V0,0.8,200,210,960,3.2,-,-,-,Rev. No. 00,Yellow,0.3,0.25,-,225 ± 2,215 ± 5,-,> 1.10E-04,,,,> 1.00E+15,> 1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,10/15/2024 16:55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
PiCAN™ Unfilled PC/ABS Alloy Natural,760C6031UV,,7,13,1.13,1.15,,2,0.2,48,58,5,9,"1,900.00","2,300.00",75,85,500,-,-,-,-,3.2,110,120,-,-,-,-,-,Rev. No. 00,Natural,0.7,1,,-,-,-,-,-,-,-,-,-,80 - 100,4-Feb,200 - 210,220 - 230,235 - 245,250 - 260,60 - 80,260°C/5kg,1.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,10/16/2024 18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ Unfilled PA6 Heat Stabilized Black,710C0001HS,,20,40,1.12,1.14,0,2,0.2,50,60,6,10,"1,800.00","2,800.00",75,85,50,-,-,-,-,-,65,75,-,-,-,-,-,Rev. No. 00,Black,1.5,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,2.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,,,,,,,10/17/2024 16:59,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 30% GF PA6 HFHS White,710C3091HFHS,,65,72,1.34,1.38,28,32,0.2,140,160,4,7,"6,000.00","8,000.00",240,260,100,-,-,-,-,3.2,200,210,-,-,-,-,-,Rev. No. 00,White,0.3,1,-,220 ± 2,215, -, -, -, -, -, -, -,80 - 100,4-Feb,230 - 240,240 - 250,250 - 260,260 - 280,60 - 80,275°C/5kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min, -, -,,,,,,10/17/2024 17:36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 14% GF PA66 Natural,720C1032,,5,10,1.24,1.26,12,16,0.2,120,140,4,8,"3,000.00","5,000.00",210,230,70,-,-,-,-,3.2,195,205,-,-,-,-,-,Rev. No. 00,Natural,0.5,1,-,260 ± 3,-,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,-,-,-,10/24/2024 12:06,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
CiLON™ 15% MF + 10% GF FR PA6 MCB RAL7035 Grey,710C2383F10,,20,30,1.34,1.38,23,27,0.15,70,80,2,8,"3,000.00","4,000.00",100,120,30,-,-,-,V2,3.2,150,,960,3.2,-,-,-,Rev. No. 00,RAL 7035 Grey,0.7,1,-,220 ± 2,195,-,-,600,20,-,1.00E+14,1.00E+12,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,V2,960,960,80.4,-0.56,1.15,11/11/2024,-,-,-,,Yes,Yes,No,,,,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,0.5,,3
CiLON™ 15% MF HS IM PA66 Black,720C1101HSIM,,8,18,1.2,1.24,14,18,0.2,50,60,10,14,"2,500.00","4,500.00",70,80,70,-,-,-,HB,3.2,180,190,-,-,-,-,-,DD,Black,1,1,-,260 ± 5,230,-,-,-,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min, -, -, -, -, -, -, -,11/12/2024 12:51, -, -, -,,,,,,,, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.5,,
ZiLITE™ 10% MF PBT + PC Black,740C1101,,6,10,1.29,1.33,8,12,0.2,50,60,8,10,"3,000.00","5,000.00",90,110,150,-,-,-,-,-,90,100,-,-,-,-,-,DD,Black,0.9,1,-,220 ± 5,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 270,70 - 90,250°C/5kg,1.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-, -, -, -,11/12/2024 15:14, -, -, -,,,,,,,, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.5,,
ReViveX™ 30% GF FR PBT Black,732C3001F,,15,30,1.6,1.64,28,32,0.2,90,110,6,8,"4,500.00","6,500.00",140,160,60,-,-,-,V0,3.2,190,200,960,3.2,-,-,-,DD,Black,0.4,0.25,-,225 ± 2,210 ± 5,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 270,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,825,960, -, -, -,11/12/2024 18:02, -, -, -,,,,,,,, -,20, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.5,,3
CiLON™30% GF PA6 Natural,710C3036,,3,9,1.32,1.36,28,32,0.2,180,200,3,7,"6,000.00","8,000.00",260,280,100,-,-,-,-,-,205,215,-,-,-,-,-,DD,Natural,0.3,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,-,-,-,11/18/2024 16:50,-,-, -,,,,,,,, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.5,,
PiCAN™ UF FR PC RAL7015 Grey,750C0082F,,10,18,1.18,1.22,,1,0.2,55,65,6,10,"1,500.00","3,500.00",80,100,500,,,,5VA,3.2,120,130,960,3.2,,,,DD,RAL7015 Grey,0.7,0.5,-,-,130 ± 5,-,-,-,-,-,1.00E+15,1.00E+15,80 - 120,4-Feb,240 - 260,250 - 270,260 - 280,270 - 300,70 - 100,300°C/1.2kg,0.7,5 mm/min,5 mm/min,5 mm/min,2 mm/min,5VA,5VA,825,825,-,-,-,11/20/2024 17:55,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,,3
CiLON™30% GF PA6 halogen free FR Black ,710C3001F1,,10,30,1.4,1.44,28,32,0.2,110,130,6,10,"5,000.00","7,000.00",210,230,100,,,,V0,3.2,200,210,960,3.2,,,,DD,Black,0.3,1,,220 ± 2,,,,,,,,,80 - 100,4-Feb,220 - 230,240 - 250,245 - 255,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,825,960,-,-,-,11/21/2024 12:18,-,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,,3
ZiLITE™ 15% GF FR PBT Grey,730C1082F,,20,30,1.44,1.49,13,17,0.2,60,80,5,9,"3,000.00","5,000.00",90,110,50,-,-,-,V0,3.2,160,170,-,-,5,9,-,DD,Grey,0.7,1,-,225 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,11/22/2024 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
ZiLITE™ 15% GF FR PBT Black,730C1002F,,20,30,1.44,1.49,13,17,0.2,60,80,5,9,"3,000.00","5,000.00",90,110,50,-,-,-,V0,3.2,160,170,-,-,5,9,-,DD,Black,0.7,1,-,225 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V0,V0,960,960,,,,11/22/2024 15:58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™50% GF Halogen Free FR PA6 Natural,710C5031F1,,5,15,1.56,1.6,48,52,0.2,120,140,5,9,"6,000.00","8,000.00",220,260,100,,,,V0,3.2,210,230,-,-,-,-,-,DD,Natural,0.2,1,,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,825,960,,,,11/22/2024 17:58,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™50% GF PA6 halogen free FR Black ,710C5001F1,,5,15,1.56,1.6,48,52,0.2,110,130,5,9,"6,000.00","8,000.00",200,240,80,-,-,,V0,3.2,210,230,-,-,-,-,-,DD,Black,0.2,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,825,960,,,,11/25/2024 14:43,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™30% GF PA6 Heat Stabilized Impact Modifier Black,710C3001HSIM,,10,20,1.32,1.36,28,32,0.2,140,160,6,10,"6,000.00","8,000.00",230,250,150,-,-,-,-,-,200,210,-,-,3,7,,DD,Black,0.3,3,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 270,60 - 70,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,,,,11/27/2024 17:37,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ReViveX™25% GF FR PA66 Red Phosphorus Black,722D2001F,Development,10,20,1.36,1.4,33,37,0.2,122,148,2,4,"7,000.00","9,500.00",186,206,70,-,-,-,V0,3.2,225,235,960,3.2,4,8,-,DD,Black,0.5,3,-,255 ± 5,245 ± 5,-,-,PLC1,24 ± 2,-,-,-,80-100,4-Feb,275 - 285,275 - 285,270 - 285,275 - 285,60 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,750,960,,,,11/28/2024 17:04,,,,,,,,,,,,20,,,,,,,,,,,,,,,0.5,,3
PiCAN™ 10 % GF FR PC Black,750C1002F,,5,15,1.25,1.29,8,12,0.2,65,85,4,8,"2,500.00","4,500.00",100,120,80,-,-,-,5VA,3.2,125,135,-,-,4,8,-,DD,Black,0.6,1,-,-,-,-,-,-,-,-,-,-,80-120,4-Feb,240-260,250-270,260-280,270-300,70-100,300°C/1.2kg,0.7,5 mm/min,5 mm/min,5 mm/min,2 mm/min,V2,V0,750,850,,,,11/30/2024 14:53,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™UF PA6 Natural,710C0031A,Repack Grade,30,50,1.1,1.14,0,1,0.2,65,75,5,9,"1,800.00","2,800.00",95,105,60,,,,-,-,60,70,600,3.2,,,,Rev. No. 00,Natural,1,1,,220 ± 2,180,-,,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,1.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,-,-,N/A,-,-,12/4/2024,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
ZiLITE™ 30% GF PBT Laser Markable Black,730D3001L,Development,15,25,1.49,1.53,28,32,0.2,100,120,4,8,"6,000.00","9,000.00",180,200,80,-,-,-,-,3.2,195,205,-,-,-,-,-,DD,Black,0.3,0.25,-,225 ± 2,-,-,-,> 500,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,33.89,-0.2,-2.14,12/4/2024,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
ZiLITE™ 30% GF PBT Natural,730D3031,Development,5,15,1.48,1.52,28,32,0.2,100,120,3,7,"6,500.00","9,500.00",180,200,130,-,-,-,-,-,200,210,-,-,3,7,-,DD,Natural,0.25,0.25,-,225 ± 2,215 ± 5,-,-,> 500,-,-,-,-,80 - 100,4-Feb,220 - 230,240 - 250,250 - 260,260 - 270,70 - 90,250°C/2.16kg,0.45,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,88.03,-1.82,3.92,12/4/2024,,-,-,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
eCiLON™15% GF FR PA6 Black,710C1001E,Development,30,40,1.19,1.23,13,17,0.2,110,120,6,10,"3,500.00","4,500.00",175,195,70,-,-,-,-,-,160,170,-,-,-,-,-,Rev. No. 00,Black,0.5,1,-,220 ± 5,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,,,,,,,,12/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
eCiLON™15% GF FR PA6 Black,711D1001F,Development,10,20,1.24,1.28,13,17,0.2,95,110,4,8,"3,000.00","5,000.00",125,145,65,-,-,-,V2,3.2,165,175,960,3.2,-,-,-,DD,Black,1,1,-,220 ± 2,200,-,-,PLC2,-,-,-,,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,1.2,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,V2,-,960,,,,12/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
CiLON™ 30% GF FR PA6 Grey,710D3086F,Development,10,20,1.4,1.44,28,32,0.2,105,125,6,10,"4,400.00","5,600.00",160,190,60,,,,V0,1.5,200,220,,,,,,DD,Grey,0.3,1,-,220 ± 5,,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,70 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,83.68,-0.95,2.6,12/9/2024,84.28,-1.55,3.2,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,0.5,,
eCiLON™15% GF PA6 Black,711D1004,Development,20,40,1.2,1.24,13,17,0.2,80,100,4,8,"3,500.00","5,500.00",120,140,60,-,-,-,-,-,170,180,-,-,-,-,-,DD,Black,0.6,1,-,220 ± 5,-,-,-,PLC2,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,27.37,0.2,0,12/9/2024,27.97,-0.4,-0.6,,,,,,,,-,20,-,-,-,-,,,,,,,,,,,0.5,,
CiLON™ 33% GF PA66 Red,720D3022,Development,5,15,1.34,1.38,33,35,0.2,150,170,4,8,"6,000.00","8,000.00",240,260,80,-,-,-,--,-,225,235,-,-,-,-,-,DD,Red,0.3,1,-,260 ± 5,-,-,-,PLC2,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,0.5,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,28.72,16.44,6.57,12/9/2024,30.32,17.04,7.17,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,0.5,,
CiLON™ 30% GF FR PA6 Natural,710C3031F2,,15,25,1.43,1.47,28,32,0.2,140,160,4,8,"7,000.00","9,000.00",220,240,150,-,-,-,-,-,200,210,960,3.2,-,-,-,DD,Natural,0.3,1,-,220 ± 5,-,-,-,PLC2,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,0.6,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,90.44,-1.46,7.1,12/9/2024,89.84,-0.86,6.5,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,0.5,,3
ReViveX™15% MF PA66 Heat Stabilized impact Modifier Black,722D1101HSIM,Development,15,25,1.2,1.24,14,16,0.2,50,60,10,14,"2,500.00","4,500.00",70,80,70,-,-,-,-,-,180,190,-,-,-,-,-,DD,Black,1.5,1,-,260 ± 5,-,-,-,PLC2,-,-,-,-,80 - 100,4-Feb,250 - 260,270 - 280,280 - 290,290 - 310,80 - 110,275°C/2.16kg,1.6,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,-,-,-,12/9/2024,-,-,-,,,,,,,,-,20,-,,,,,,,,,,,,,,0.5,,
CiLON™ 20% MF FR PA6 Grey,710C2283F4,,20,30,1.31,1.35,19,22,0.2,65,75,4,8,"4,000.00","6,000.00",115,135,40,,,,V2,3.2,135,145,-,-,-,-,-,Rev. No. 03,Grey,1,1,-,220 ± 2,-,-,-,-,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,260 - 280,60 - 90,275°C/2.16kg,1,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,960,960,80.04,-1.59,1,9/1/2025,80.74,-2.19,1.6,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3
ZiLITE™ 15% GF PBT Grey,730D1081,Development,15,25,1.38,1.42,13,17,0.2,80,100,4,8,"4,000.00","6,000.00",125,145,50,-,-,-,-,-,170,180,-,-,-,-,-,DD,Grey,0.4,1,-,225 ± 5,-,-,-,PLC2,-,-,-,-,80 - 100,4-Feb,220 - 230,230 - 240,240 - 250,250 - 260,70 - 90,250°C/2.16kg,0.8,5 mm/min,5 mm/min,5 mm/min,2 mm/min,-,-,-,-,50.04,-0.61,-0.04,12/21/2024,-,-,-,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,0.5,,
